Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
16122006,180700,6.474,0.144,231.850,27.800,0.000,37.000,16.000
16122006,180800,6.308,0.116,232.250,27.000,0.000,36.000,17.000
16122006,180900,4.464,0.136,234.660,19.000,0.000,37.000,16.000
16122006,181000,3.396,0.148,236.200,15.000,0.000,22.000,18.000
16122006,181100,3.090,0.152,237.070,13.800,0.000,12.000,17.000
16122006,181200,3.730,0.144,235.780,16.400,0.000,27.000,17.000
16122006,181300,2.308,0.160,237.430,9.600,0.000,1.000,17.000
16122006,181400,2.388,0.158,237.260,10.000,0.000,1.000,17.000
16122006,181500,4.598,0.100,234.250,21.400,0.000,20.000,17.000
16122006,181600,4.524,0.076,234.200,19.600,0.000,9.000,17.000
16122006,181700,4.202,0.082,234.310,17.800,0.000,1.000,17.000
16122006,181800,4.472,0.000,233.290,19.200,0.000,1.000,16.000
16122006,181900,2.852,0.000,235.610,12.000,0.000,1.000,17.000
16122006,182000,2.928,0.000,235.250,12.400,0.000,1.000,17.000
16122006,182100,2.940,0.000,236.040,12.400,0.000,2.000,17.000
16122006,182200,2.934,0.000,235.510,12.400,0.000,1.000,17.000
16122006,182300,2.926,0.000,235.680,12.400,0.000,1.000,17.000
16122006,182400,3.452,0.000,235.200,15.200,0.000,1.000,17.000
16122006,182500,4.870,0.000,233.740,20.800,0.000,1.000,17.000
16122006,182600,4.868,0.000,233.840,20.800,0.000,1.000,17.000
16122006,182700,4.866,0.000,233.790,20.800,0.000,1.000,17.000
16122006,182800,3.176,0.000,235.500,13.800,0.000,1.000,17.000
16122006,182900,2.920,0.000,235.840,12.400,0.000,1.000,17.000
16122006,183000,2.930,0.000,236.150,12.400,0.000,1.000,17.000
16122006,183100,2.912,0.050,235.810,12.400,0.000,1.000,17.000
16122006,183200,2.608,0.052,235.410,11.000,0.000,1.000,17.000
16122006,183300,2.714,0.162,234.820,11.600,0.000,0.000,17.000
16122006,183400,3.538,0.086,233.760,15.600,0.000,1.000,16.000
16122006,183500,6.072,0.000,232.480,26.400,0.000,27.000,17.000
16122006,183600,4.536,0.000,233.540,19.400,0.000,1.000,17.000
16122006,183700,4.408,0.000,232.320,18.800,0.000,1.000,16.000
16122006,183800,2.912,0.048,234.020,13.000,0.000,1.000,17.000
16122006,183900,2.326,0.054,234.760,9.800,0.000,1.000,17.000
16122006,184000,2.264,0.054,234.670,9.600,0.000,1.000,17.000
16122006,184100,2.270,0.054,235.270,9.600,0.000,1.000,17.000
16122006,184200,2.258,0.054,235.120,9.600,0.000,1.000,17.000
16122006,184300,2.188,0.068,235.800,9.200,0.000,1.000,17.000
16122006,184400,2.978,0.166,234.810,13.200,0.000,1.000,17.000
16122006,184500,4.200,0.174,234.380,17.800,0.000,1.000,17.000
16122006,184600,4.204,0.186,234.200,17.800,0.000,1.000,16.000
16122006,184700,4.218,0.178,233.980,18.000,0.000,1.000,17.000
16122006,184800,2.786,0.188,234.990,12.000,0.000,2.000,17.000
16122006,184900,2.540,0.088,234.670,10.800,0.000,4.000,17.000
16122006,185000,2.496,0.080,233.920,10.600,0.000,3.000,17.000
16122006,185100,2.336,0.070,233.510,10.000,0.000,1.000,16.000
16122006,185200,2.322,0.000,233.440,9.800,0.000,0.000,17.000
16122006,185300,2.448,0.000,233.640,10.600,0.000,1.000,17.000
16122006,185400,4.298,0.000,232.390,18.400,0.000,1.000,16.000
16122006,185500,4.230,0.090,232.250,18.200,0.000,1.000,17.000
16122006,185600,4.230,0.090,232.320,18.200,0.000,2.000,16.000
16122006,185700,3.924,0.084,232.790,17.000,0.000,1.000,17.000
16122006,185800,4.218,0.090,232.090,18.000,0.000,1.000,17.000
16122006,185900,4.224,0.090,231.960,18.200,0.000,1.000,16.000
16122006,190000,4.070,0.088,231.990,17.400,0.000,1.000,17.000
16122006,190100,3.612,0.090,232.360,15.600,0.000,2.000,16.000
16122006,190200,3.458,0.090,232.710,14.800,0.000,1.000,17.000
16122006,190300,3.434,0.090,232.010,14.800,0.000,1.000,16.000
16122006,190400,3.366,0.000,232.780,14.400,0.000,1.000,17.000
16122006,190500,3.404,0.082,233.080,14.600,0.000,2.000,16.000
16122006,190600,3.382,0.074,233.690,14.400,0.000,0.000,17.000
16122006,190700,3.616,0.106,234.440,15.400,0.000,4.000,17.000
16122006,190800,3.476,0.092,234.600,14.800,0.000,3.000,17.000
16122006,190900,3.394,0.064,235.120,14.400,0.000,0.000,17.000
16122006,191000,3.400,0.000,234.280,14.400,0.000,1.000,17.000
16122006,191100,3.414,0.000,234.190,14.400,0.000,1.000,17.000
16122006,191200,3.432,0.000,234.690,14.600,0.000,1.000,16.000
16122006,191300,3.418,0.000,234.260,14.600,0.000,2.000,17.000
16122006,191400,3.392,0.000,233.300,14.400,0.000,1.000,17.000
16122006,191500,3.394,0.000,233.430,14.400,0.000,1.000,17.000
16122006,191600,3.394,0.000,233.450,14.400,0.000,1.000,16.000
16122006,191700,3.406,0.000,233.910,14.400,0.000,2.000,17.000
16122006,191800,3.420,0.000,234.430,14.600,0.000,1.000,17.000
16122006,191900,3.418,0.000,234.340,14.400,0.000,1.000,17.000
16122006,192000,3.422,0.052,234.580,14.600,0.000,1.000,17.000
16122006,192100,3.332,0.000,234.020,14.200,0.000,1.000,16.000
16122006,192200,3.316,0.046,234.290,14.000,0.000,1.000,17.000
16122006,192300,3.334,0.000,234.360,14.200,0.000,2.000,17.000
16122006,192400,3.262,0.052,232.640,14.000,0.000,0.000,17.000
16122006,192500,3.476,0.064,232.960,14.800,0.000,3.000,16.000
16122006,192600,3.620,0.090,233.470,15.400,0.000,5.000,17.000
16122006,192700,3.610,0.084,234.980,15.200,0.000,5.000,17.000
16122006,192800,3.646,0.138,234.340,15.400,0.000,5.000,17.000
16122006,192900,3.614,0.192,233.920,15.400,0.000,5.000,17.000
16122006,193000,3.408,0.162,233.940,14.400,0.000,2.000,16.000
16122006,193100,3.388,0.134,233.720,14.400,0.000,1.000,17.000
16122006,193200,3.372,0.132,233.200,14.400,0.000,2.000,17.000
16122006,193300,3.370,0.132,233.100,14.400,0.000,1.000,16.000
16122006,193400,3.342,0.120,232.290,14.400,0.000,1.000,17.000
16122006,193500,3.284,0.000,232.450,14.000,0.000,2.000,16.000
16122006,193600,3.276,0.000,231.970,14.000,0.000,1.000,17.000
16122006,193700,3.382,0.130,232.420,14.400,0.000,2.000,17.000
16122006,193800,3.418,0.160,233.380,14.600,0.000,1.000,16.000
16122006,193900,3.396,0.158,232.690,14.600,0.000,1.000,17.000
16122006,194000,3.406,0.158,233.200,14.600,0.000,2.000,16.000
16122006,194100,3.406,0.158,233.260,14.600,0.000,1.000,17.000
16122006,194200,3.392,0.156,232.840,14.400,0.000,1.000,17.000
16122006,194300,3.378,0.154,232.390,14.400,0.000,2.000,16.000
16122006,194400,3.368,0.154,232.140,14.400,0.000,1.000,17.000
16122006,194500,3.350,0.152,231.570,14.400,0.000,1.000,16.000
16122006,194600,3.352,0.152,231.660,14.400,0.000,2.000,17.000
16122006,194700,3.364,0.154,232.220,14.400,0.000,1.000,16.000
16122006,194800,3.380,0.156,232.810,14.400,0.000,1.000,17.000
16122006,194900,3.404,0.160,233.770,14.400,0.000,1.000,17.000
16122006,195000,3.378,0.156,232.820,14.400,0.000,2.000,16.000
16122006,195100,3.388,0.158,233.220,14.400,0.000,1.000,17.000
16122006,195200,3.376,0.156,232.840,14.400,0.000,1.000,17.000
16122006,195300,3.254,0.000,232.750,13.800,0.000,0.000,16.000
16122006,195400,3.214,0.078,232.640,13.800,0.000,0.000,17.000
16122006,195500,3.202,0.078,232.200,13.800,0.000,0.000,16.000
16122006,195600,3.202,0.078,232.200,13.800,0.000,0.000,17.000
16122006,195700,3.212,0.078,232.580,13.800,0.000,0.000,16.000
16122006,195800,3.206,0.078,232.400,13.800,0.000,0.000,17.000
16122006,195900,3.214,0.078,232.660,13.800,0.000,0.000,17.000
16122006,200000,3.206,0.078,232.430,13.800,0.000,0.000,16.000
16122006,200100,3.222,0.078,233.020,13.800,0.000,0.000,17.000
16122006,200200,3.216,0.076,232.800,13.800,0.000,0.000,16.000
16122006,200300,3.216,0.078,232.790,13.800,0.000,0.000,17.000
16122006,200400,3.194,0.078,231.980,13.600,0.000,0.000,16.000
16122006,200500,3.278,0.000,232.880,14.000,0.000,0.000,17.000
16122006,200600,3.282,0.000,232.520,14.000,0.000,0.000,17.000
16122006,200700,3.292,0.000,232.870,14.000,0.000,0.000,16.000
16122006,200800,3.316,0.000,233.780,14.000,0.000,0.000,17.000
16122006,200900,3.370,0.080,233.690,14.400,0.000,0.000,17.000
16122006,201000,3.420,0.144,234.040,14.600,0.000,0.000,17.000
16122006,201100,3.410,0.142,233.930,14.600,0.000,0.000,16.000
16122006,201200,3.400,0.140,233.620,14.400,0.000,0.000,17.000
16122006,201300,3.400,0.140,233.640,14.400,0.000,0.000,17.000
16122006,201400,3.388,0.140,233.260,14.400,0.000,0.000,16.000
16122006,201500,3.370,0.086,233.900,14.400,0.000,0.000,17.000
16122006,201600,3.332,0.000,233.680,14.200,0.000,0.000,17.000
16122006,201700,3.310,0.000,232.830,14.200,0.000,0.000,17.000
16122006,201800,3.312,0.000,233.000,14.200,0.000,0.000,16.000
16122006,201900,3.314,0.000,233.080,14.200,0.000,0.000,17.000
16122006,202000,3.302,0.000,232.690,14.200,0.000,0.000,16.000
16122006,202100,3.302,0.000,232.910,14.000,0.000,0.000,17.000
16122006,202200,3.300,0.000,232.870,14.000,0.000,0.000,17.000
16122006,202300,3.290,0.000,232.420,14.000,0.000,0.000,16.000
16122006,202400,3.286,0.000,232.310,14.000,0.000,0.000,17.000
16122006,202500,3.230,0.052,232.790,13.800,0.000,0.000,16.000
16122006,202600,3.218,0.078,233.050,13.800,0.000,0.000,17.000
16122006,202700,3.258,0.076,234.570,13.800,0.000,0.000,17.000
16122006,202800,3.264,0.076,234.790,13.800,0.000,0.000,17.000
16122006,202900,3.260,0.076,234.600,13.800,0.000,0.000,17.000
16122006,203000,3.262,0.076,234.540,13.800,0.000,0.000,17.000
16122006,203100,3.264,0.076,234.600,13.800,0.000,0.000,16.000
16122006,203200,3.238,0.076,233.770,13.800,0.000,0.000,17.000
16122006,203300,3.228,0.078,233.500,13.800,0.000,0.000,17.000
16122006,203400,3.222,0.078,233.270,13.800,0.000,0.000,17.000
16122006,203500,3.226,0.078,233.370,13.800,0.000,0.000,16.000
16122006,203600,3.206,0.078,232.640,13.600,0.000,0.000,17.000
16122006,203700,3.188,0.080,231.950,13.600,0.000,0.000,16.000
16122006,203800,3.196,0.080,232.210,13.600,0.000,0.000,17.000
16122006,203900,3.204,0.078,232.500,13.600,0.000,0.000,16.000
16122006,204000,3.232,0.078,233.630,13.800,0.000,0.000,17.000
16122006,204100,3.254,0.074,234.430,13.800,0.000,0.000,17.000
16122006,204200,3.376,0.050,234.630,14.400,0.000,0.000,17.000
16122006,204300,3.372,0.048,235.050,14.200,0.000,0.000,17.000
16122006,204400,3.366,0.048,234.960,14.200,0.000,0.000,17.000
16122006,204500,3.386,0.050,235.770,14.200,0.000,0.000,17.000
16122006,204600,3.496,0.146,236.760,14.800,0.000,0.000,17.000
16122006,204700,3.426,0.146,234.590,14.600,0.000,0.000,17.000
16122006,204800,3.440,0.148,235.130,14.600,0.000,0.000,17.000
16122006,204900,3.440,0.146,235.140,14.600,0.000,0.000,17.000
16122006,205000,3.454,0.150,235.750,14.600,0.000,0.000,17.000
16122006,205100,3.450,0.150,235.690,14.600,0.000,0.000,17.000
16122006,205200,3.480,0.154,236.860,14.600,0.000,0.000,17.000
16122006,205300,3.474,0.152,236.720,14.600,0.000,0.000,17.000
16122006,205400,3.456,0.150,236.050,14.600,0.000,0.000,17.000
16122006,205500,1.832,0.170,237.540,8.400,0.000,0.000,17.000
16122006,205600,2.044,0.102,237.440,9.400,0.000,0.000,18.000
16122006,205700,3.354,0.000,237.000,14.000,0.000,0.000,17.000
16122006,205800,3.282,0.074,235.550,13.800,0.000,0.000,17.000
16122006,205900,3.308,0.074,236.510,14.000,0.000,0.000,17.000
16122006,210000,3.314,0.072,236.760,14.000,0.000,0.000,17.000
16122006,210100,3.306,0.072,237.110,13.800,0.000,0.000,17.000
16122006,210200,1.692,0.054,238.720,7.800,0.000,0.000,18.000
16122006,210300,3.342,0.070,237.660,14.000,0.000,0.000,17.000
16122006,210400,3.354,0.070,238.200,14.000,0.000,0.000,17.000
16122006,210500,3.334,0.072,237.460,14.000,0.000,0.000,18.000
16122006,210600,3.330,0.072,237.360,14.000,0.000,0.000,17.000
16122006,210700,2.740,0.064,238.130,12.000,0.000,0.000,17.000
16122006,210800,2.188,0.060,237.740,10.000,0.000,0.000,18.000
16122006,210900,3.330,0.070,237.260,14.000,0.000,0.000,17.000
16122006,211000,3.340,0.070,237.690,14.000,0.000,0.000,17.000
16122006,211100,3.306,0.072,236.440,14.000,0.000,0.000,17.000
16122006,211200,3.044,0.072,236.230,13.200,0.000,0.000,17.000
16122006,211300,1.766,0.058,237.700,8.200,0.000,0.000,18.000
16122006,211400,3.376,0.000,235.730,14.200,0.000,0.000,17.000
16122006,211500,3.414,0.052,236.510,14.400,0.000,0.000,17.000
16122006,211600,3.426,0.054,237.110,14.400,0.000,0.000,17.000
16122006,211700,3.420,0.054,237.060,14.400,0.000,0.000,17.000
16122006,211800,1.876,0.074,238.630,8.600,0.000,0.000,18.000
16122006,211900,3.442,0.056,237.580,14.400,0.000,0.000,17.000
16122006,212000,3.414,0.054,236.870,14.400,0.000,0.000,17.000
16122006,212100,3.412,0.056,236.940,14.400,0.000,0.000,17.000
16122006,212200,2.542,0.068,238.170,11.400,0.000,0.000,18.000
16122006,212300,2.820,0.062,237.420,12.400,0.000,0.000,17.000
16122006,212400,3.410,0.054,236.910,14.400,0.000,0.000,17.000
16122006,212500,3.392,0.052,236.240,14.200,0.000,0.000,17.000
16122006,212600,2.878,0.060,237.170,12.600,0.000,0.000,17.000
16122006,212700,1.848,0.112,238.590,8.400,0.000,0.000,18.000
16122006,212800,3.494,0.144,237.430,14.600,0.000,0.000,17.000
16122006,212900,3.420,0.000,237.730,14.200,0.000,0.000,17.000
16122006,213000,3.226,0.000,237.200,13.800,0.000,0.000,18.000
16122006,213100,1.948,0.000,238.410,9.000,0.000,0.000,17.000
16122006,213200,3.392,0.000,236.600,14.200,0.000,0.000,17.000
16122006,213300,3.368,0.000,236.120,14.200,0.000,0.000,17.000
16122006,213400,3.378,0.000,236.540,14.200,0.000,0.000,17.000
16122006,213500,1.872,0.000,238.480,8.600,0.000,0.000,18.000
16122006,213600,3.212,0.000,237.270,13.600,0.000,0.000,17.000
16122006,213700,3.346,0.000,237.060,14.000,0.000,0.000,17.000
16122006,213800,3.308,0.072,236.490,14.000,0.000,0.000,17.000
16122006,213900,3.302,0.072,236.280,13.800,0.000,0.000,17.000
16122006,214000,2.360,0.064,236.890,10.800,0.000,0.000,18.000
16122006,214100,2.652,0.046,236.640,11.800,0.000,0.000,17.000
16122006,214200,3.392,0.000,236.580,14.200,0.000,1.000,17.000
16122006,214300,3.398,0.000,236.830,14.200,0.000,2.000,17.000
16122006,214400,3.424,0.046,237.750,14.400,0.000,1.000,17.000
16122006,214500,1.860,0.066,239.690,8.400,0.000,2.000,18.000
16122006,214600,3.250,0.082,238.950,13.800,0.000,1.000,17.000
16122006,214700,3.502,0.172,236.460,14.800,0.000,1.000,18.000
16122006,214800,3.484,0.170,235.980,14.600,0.000,2.000,17.000
16122006,214900,3.478,0.168,235.850,14.600,0.000,1.000,17.000
16122006,215000,1.696,0.194,238.190,7.600,0.000,2.000,17.000
16122006,215100,3.494,0.170,236.280,14.800,0.000,1.000,17.000
16122006,215200,3.482,0.170,236.400,14.600,0.000,1.000,17.000
16122006,215300,3.480,0.170,236.460,14.600,0.000,2.000,17.000
16122006,215400,3.474,0.168,236.280,14.600,0.000,1.000,17.000
16122006,215500,2.308,0.184,237.330,10.600,0.000,1.000,18.000
16122006,215600,2.926,0.178,237.090,12.800,0.000,2.000,17.000
16122006,215700,3.472,0.170,236.390,14.600,0.000,1.000,17.000
16122006,215800,3.480,0.170,236.750,14.600,0.000,1.000,17.000
16122006,215900,3.454,0.168,235.730,14.600,0.000,2.000,17.000
16122006,220000,3.464,0.170,236.030,14.600,0.000,1.000,17.000
16122006,220100,1.786,0.096,237.680,8.200,0.000,1.000,18.000
16122006,220200,3.182,0.000,235.990,13.600,0.000,1.000,17.000
16122006,220300,3.378,0.000,236.260,14.200,0.000,2.000,17.000
16122006,220400,3.372,0.000,236.030,14.200,0.000,1.000,17.000
16122006,220500,3.362,0.000,235.700,14.200,0.000,1.000,17.000
16122006,220600,3.112,0.000,236.080,13.400,0.000,1.000,17.000
16122006,220700,1.614,0.056,237.310,7.400,0.000,0.000,17.000
16122006,220800,3.358,0.000,236.140,14.200,0.000,0.000,17.000
16122006,220900,3.388,0.000,236.610,14.200,0.000,0.000,17.000
16122006,221000,3.392,0.000,236.930,14.200,0.000,0.000,17.000
16122006,221100,2.810,0.000,237.970,12.400,0.000,0.000,18.000
16122006,221200,2.180,0.000,238.020,10.000,0.000,0.000,17.000
16122006,221300,3.370,0.000,236.060,14.200,0.000,0.000,17.000
16122006,221400,3.326,0.000,234.450,14.000,0.000,0.000,17.000
16122006,221500,2.778,0.000,235.310,12.000,0.000,0.000,9.000
16122006,221600,2.358,0.000,237.100,9.800,0.000,0.000,0.000
16122006,221700,0.960,0.054,238.680,5.600,0.000,0.000,0.000
16122006,221800,1.606,0.000,238.760,7.800,0.000,0.000,0.000
16122006,221900,2.350,0.000,238.590,9.800,0.000,0.000,0.000
16122006,222000,2.428,0.068,238.870,10.000,0.000,0.000,0.000
16122006,222100,2.078,0.072,238.970,9.200,0.000,0.000,0.000
16122006,222200,0.780,0.090,239.930,4.600,0.000,0.000,0.000
16122006,222300,2.426,0.068,239.050,10.000,0.000,0.000,0.000
16122006,222400,2.412,0.066,238.460,10.000,0.000,0.000,0.000
16122006,222500,2.428,0.070,239.680,10.000,0.000,0.000,0.000
16122006,222600,1.530,0.084,240.720,7.600,0.000,0.000,0.000
16122006,222700,1.388,0.086,240.870,7.200,0.000,0.000,0.000
16122006,222800,2.424,0.070,239.710,10.000,0.000,0.000,0.000
16122006,222900,2.428,0.072,239.890,10.000,0.000,0.000,0.000
16122006,223000,2.388,0.070,239.480,10.000,0.000,0.000,0.000
16122006,223100,0.376,0.100,241.640,1.600,0.000,0.000,0.000
16122006,223200,2.202,0.074,240.070,9.600,0.000,0.000,0.000
16122006,223300,2.430,0.070,239.770,10.000,0.000,0.000,0.000
16122006,223400,2.346,0.052,240.050,9.600,0.000,0.000,0.000
16122006,223500,1.916,0.054,239.750,8.600,0.000,0.000,0.000
16122006,223600,0.384,0.000,240.580,2.400,0.000,0.000,0.000
16122006,223700,2.334,0.060,239.200,9.600,0.000,0.000,0.000
16122006,223800,2.320,0.060,238.840,9.600,0.000,0.000,0.000
16122006,223900,2.306,0.062,238.390,9.600,0.000,0.000,0.000
16122006,224000,2.306,0.064,238.390,9.600,0.000,0.000,0.000
16122006,224100,0.436,0.000,241.060,2.800,0.000,0.000,0.000
16122006,224200,1.584,0.050,240.890,7.800,0.000,0.000,0.000
16122006,224300,2.328,0.062,239.460,9.600,0.000,0.000,0.000
16122006,224400,2.326,0.062,239.270,9.600,0.000,0.000,0.000
16122006,224500,2.334,0.060,239.570,9.600,0.000,0.000,0.000
16122006,224600,1.846,0.054,239.990,8.400,0.000,0.000,0.000
16122006,224700,0.284,0.000,242.040,1.200,0.000,0.000,0.000
16122006,224800,2.342,0.060,239.890,9.800,0.000,0.000,0.000
16122006,224900,2.392,0.000,239.910,10.000,0.000,0.000,0.000
16122006,225000,2.414,0.000,240.020,10.000,0.000,0.000,0.000
16122006,225100,2.414,0.000,239.970,10.000,0.000,0.000,0.000
16122006,225200,0.754,0.086,241.270,4.400,0.000,0.000,0.000
16122006,225300,1.420,0.178,238.640,7.400,0.000,0.000,0.000
16122006,225400,2.468,0.162,237.470,10.400,0.000,0.000,0.000
16122006,225500,2.474,0.164,238.050,10.400,0.000,0.000,0.000
16122006,225600,2.488,0.168,239.030,10.400,0.000,0.000,0.000
16122006,225700,1.810,0.182,240.280,8.600,0.000,0.000,0.000
16122006,225800,0.674,0.200,241.360,4.000,0.000,0.000,0.000
16122006,225900,2.444,0.094,239.420,10.200,0.000,0.000,0.000
16122006,230000,2.410,0.068,238.900,10.000,0.000,0.000,0.000
16122006,230100,2.412,0.070,239.130,10.000,0.000,0.000,0.000
16122006,230200,2.206,0.072,239.370,9.400,0.000,0.000,0.000
16122006,230300,0.370,0.100,241.580,1.600,0.000,0.000,0.000
16122006,230400,2.104,0.076,240.110,9.200,0.000,0.000,0.000
16122006,230500,2.404,0.068,238.730,10.000,0.000,0.000,0.000
16122006,230600,2.418,0.070,239.520,10.000,0.000,0.000,0.000
16122006,230700,2.342,0.000,239.740,9.600,0.000,0.000,0.000
16122006,230800,1.262,0.046,240.960,6.800,0.000,0.000,0.000
16122006,230900,0.852,0.000,241.640,5.200,0.000,0.000,0.000
16122006,231000,2.340,0.060,240.050,9.600,0.000,0.000,0.000
16122006,231100,2.336,0.060,240.070,9.600,0.000,0.000,0.000
16122006,231200,2.334,0.060,239.990,9.600,0.000,0.000,0.000
16122006,231300,2.330,0.060,239.740,9.600,0.000,0.000,0.000
16122006,231400,1.038,0.000,241.170,6.000,0.000,0.000,0.000
16122006,231500,0.386,0.000,242.390,2.400,0.000,0.000,0.000
16122006,231600,2.350,0.060,240.410,9.600,0.000,0.000,0.000
16122006,231700,2.346,0.060,240.500,9.600,0.000,0.000,0.000
16122006,231800,2.346,0.060,240.550,9.600,0.000,0.000,0.000
16122006,231900,1.834,0.052,240.970,8.400,0.000,0.000,0.000
16122006,232000,1.222,0.046,241.580,6.600,0.000,0.000,0.000
16122006,232100,2.342,0.060,240.210,9.600,0.000,0.000,0.000
16122006,232200,2.334,0.060,239.980,9.600,0.000,0.000,0.000
16122006,232300,1.666,0.052,240.650,8.000,0.000,0.000,0.000
16122006,232400,1.198,0.000,241.680,6.600,0.000,0.000,0.000
16122006,232500,2.350,0.058,240.700,9.600,0.000,0.000,0.000
16122006,232600,2.398,0.000,240.700,9.800,0.000,0.000,0.000
16122006,232700,2.444,0.072,240.110,10.200,0.000,0.000,0.000
16122006,232800,0.406,0.098,241.710,2.000,0.000,0.000,0.000
16122006,232900,2.434,0.072,240.130,10.000,0.000,0.000,0.000
16122006,233000,2.502,0.136,240.240,10.400,0.000,0.000,0.000
16122006,233100,2.518,0.176,240.530,10.400,0.000,0.000,0.000
16122006,233200,1.516,0.190,241.360,7.600,0.000,0.000,0.000
16122006,233300,1.498,0.188,241.020,7.600,0.000,0.000,0.000
16122006,233400,2.508,0.174,240.060,10.400,0.000,0.000,0.000
16122006,233500,2.504,0.174,240.090,10.400,0.000,0.000,0.000
16122006,233600,2.492,0.172,239.490,10.400,0.000,0.000,0.000
16122006,233700,0.814,0.204,242.160,4.800,0.000,0.000,0.000
16122006,233800,2.304,0.180,240.950,9.800,0.000,0.000,0.000
16122006,233900,2.530,0.182,241.740,10.400,0.000,0.000,0.000
16122006,234000,2.378,0.000,241.180,9.800,0.000,0.000,0.000
16122006,234100,0.384,0.000,243.730,2.400,0.000,0.000,0.000
16122006,234200,2.370,0.058,241.480,9.800,0.000,0.000,0.000
16122006,234300,2.358,0.058,241.130,9.600,0.000,0.000,0.000
16122006,234400,2.352,0.058,240.960,9.600,0.000,0.000,0.000
16122006,234500,0.416,0.000,242.940,2.400,0.000,0.000,0.000
16122006,234600,2.654,0.062,240.740,11.000,0.000,0.000,0.000
16122006,234700,2.540,0.060,241.230,10.400,0.000,0.000,0.000
16122006,234800,2.526,0.058,241.790,10.800,0.000,0.000,0.000
16122006,234900,1.206,0.000,241.830,5.400,0.000,0.000,0.000
16122006,235000,3.844,0.148,238.710,16.600,0.000,0.000,0.000
16122006,235100,4.122,0.140,237.990,17.600,0.000,0.000,0.000
16122006,235200,3.458,0.000,238.890,14.800,0.000,0.000,0.000
16122006,235300,1.988,0.050,240.260,9.200,0.000,0.000,0.000
16122006,235400,0.596,0.000,240.880,2.400,0.000,0.000,0.000
16122006,235500,1.290,0.000,240.690,6.800,0.000,0.000,0.000
16122006,235600,2.730,0.060,239.430,11.400,0.000,1.000,0.000
16122006,235700,2.734,0.062,239.810,11.400,0.000,2.000,0.000
16122006,235800,2.764,0.066,241.270,11.400,0.000,1.000,0.000
16122006,235900,2.586,0.070,241.630,11.000,0.000,1.000,0.000
